source,title,link,date,n_comments,comment_1_author,comment_1_location,comment_1_date,comment_1_text,comment_1_likes,comment_1_dislikes,comment_2_author,comment_2_location,comment_2_date,comment_2_text,comment_2_likes,comment_2_dislikes,comment_3_author,comment_3_location,comment_3_date,comment_3_text,comment_3_likes,comment_3_dislikes,comment_4_author,comment_4_location,comment_4_date,comment_4_text,comment_4_likes,comment_4_dislikes,comment_5_author,comment_5_location,comment_5_date,comment_5_text,comment_5_likes,comment_5_dislikes,comment_6_author,comment_6_location,comment_6_date,comment_6_text,comment_6_likes,comment_6_dislikes,comment_7_author,comment_7_location,comment_7_date,comment_7_text,comment_7_likes,comment_7_dislikes,comment_8_author,comment_8_location,comment_8_date,comment_8_text,comment_8_likes,comment_8_dislikes,comment_9_author,comment_9_location,comment_9_date,comment_9_text,comment_9_likes,comment_9_dislikes,comment_10_author,comment_10_location,comment_10_date,comment_10_text,comment_10_likes,comment_10_dislikes,comment_11_author,comment_11_location,comment_11_date,comment_11_text,comment_11_likes,comment_11_dislikes,comment_12_author,comment_12_location,comment_12_date,comment_12_text,comment_12_likes,comment_12_dislikes,comment_13_author,comment_13_location,comment_13_date,comment_13_text,comment_13_likes,comment_13_dislikes,comment_14_author,comment_14_location,comment_14_date,comment_14_text,comment_14_likes,comment_14_dislikes,comment_15_author,comment_15_location,comment_15_date,comment_15_text,comment_15_likes,comment_15_dislikes
Diario de Pontevedra,O CEIP de Ardán acolle este domingo o Día das Familias para recadar fondos,https://www.diariodepontevedra.es/articulo/o-morrazo/ceip-ardan-acolle-domingo-dia-das-familias-recadar-fondos/202505172038561391259.html,2025-05-17T20:38:00,5,Anónimo,,,"Pontevedra afronta la PAU: ""¿Que cuántas horas estudiamos? ¡Todas!""",0,0,Anónimo,,,El mayor aquapark de Galicia ya tiene fecha de estreno,0,0,000,,,"La senda peatonal de Chancelas a Combarro, dotada con 450.000 €, ya está en obras",0,0,El,,,5-0. El PSG de Luis Enrique golea y se proclama campeón de Europa,0,0,Anónimo,,,Cerca de 300 personas visitaron la Escuela Naval en su jornada de puertas abiertas,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0
Diario de Pontevedra,Marín premia a Nuria Vil no Día das Letras Galegas,https://www.diariodepontevedra.es/articulo/o-morrazo/marin-premia-nuria-vil-dia-das-letras-galegas/202505171953551391272.html,2025-05-17T19:53:00,5,Anónimo,,,"Pontevedra afronta la PAU: ""¿Que cuántas horas estudiamos? ¡Todas!""",0,0,Anónimo,,,El mayor aquapark de Galicia ya tiene fecha de estreno,0,0,000,,,"La senda peatonal de Chancelas a Combarro, dotada con 450.000 €, ya está en obras",0,0,El,,,5-0. El PSG de Luis Enrique golea y se proclama campeón de Europa,0,0,Anónimo,,,Cerca de 300 personas visitaron la Escuela Naval en su jornada de puertas abiertas,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0
