source,title,link,date,n_visualizations,summary,year_month,year
Carriola de Marín,"Fallece Constante Muradas Ramos, histórico exconcejal socialista tras acelerarse su estado de salud en los últimos días. - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8806,2025-03-29,4287,"Marín se despierta hoy con una mala noticia como es la del fallecimiento deConstante Muradas Ramos, exconcejal socialista del concello de Marín y uno de los principales miembros del PSOE tras la recuperación de la democracia habiendo formado parte de numerosas corporaciones municipales y siendo uno de  los principales valores de su partido en el ayuntamiento marinense.",2025-03,2025
Carriola de Marín,Aprobada por unanimidad la moción del PSOE solicitando vivienda pública en los solares del INVIED en Marín - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8715,2025-03-15,3076,"Llevamos años hablando de la parálisis urbanística y de construcción de la vivienda que atraviesa Marín, y ya no digamos de la vivienda pública. La moción presentada por el PSOE, y apoyada por el resto de partidos, busca obtener la cesión de los solares que actualmente tiene el Estado (INVIED) para la construcción de vivienda pública.",2025-03,2025
Carriola de Marín,Bandazos de María Ramallo con su piscina de agua salada - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8441,2025-02-01,2047,,2025-02,2025
Carriola de Marín,El Gobierno del PP aprueba los Presupuestos municipales pese a la oposición y los pitos de los policías Locales presentes - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8403,2025-01-25,1913,"El Ayuntamiento de Marín cuenta ya con los Presupuestos Municipales de este año aprobados en el Pleno celebrado en la mañana de ayer en cuyo transcurso, el Gobierno Local desestimó las posturas de PSOE y BNG en una sesión donde sonaron pitos de protesta por parte de un grupo de la Policía Local presente",2025-01,2025
Carriola de Marín,Eliminación sistemática del arbolado y zonas verdes urbanas - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8696,2025-03-12,1822,(*) Manuel Pazos Lamoso es el portavoz del grupo municipal del PSOE,2025-03,2025
Carriola de Marín,Incomprensible canon de 13.000 euros anuales que el Concello pagará al Puerto por la dársena de embarcaciones - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8526,2025-02-15,1682,Lo de la dársena de embarcaciones es un verdadero despropósito. Nos acabamos de enterar todos los marinenses que la concesión portuaria de la dársena al Concello de Marín para uso náutico-deportivo tendrá un coste para las arcas municipales de más de 13.000€ anuales durante cada uno de los 50 años que durará la concesión. Un verdadero sinsentido que la Sra. Ramallo ocultó hasta ahora y que supondrá un coste superior a los 650.000€.”,2025-02,2025
Carriola de Marín,El Gobierno Local informa sobre el avance de las obras de mejora que se están realizando en el casco urbano - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8724,2025-03-16,1657,El casco urbano de Marín está sufriendo una considerable reforma no siempre comprendida por una parte de los ciudadanos por diversos motivos algunos de los cuales arrecian sus crìticas al PP gobernante y en concreto a su cabeza visible la alcaldesa María Ramallo,2025-03,2025
Carriola de Marín,CARRIOLA DE OPINIÓN: El tren de Nadal - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8768,2025-03-23,1551,(*) María Ramallo VázquezPresidenta del PP de Marín,2025-03,2025
Carriola de Marín,O BNG detecta e denuncia erros nas bases de licitación do local hostaleiro do Paseo Alcalde Blanco Solla - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8400,2025-01-24,1512,"Afalta do Prego de Prescricións Técnicas, irregularidades no seguro de responsabilidade civil e outros incumprimentos poden comprometer a legalidade e a equidade do proceso,polo que instamosao Concello de Marín a revisar a documentación",2025-01,2025
Carriola de Marín,"IN MEMORIAM: Juan, te echaremos de menos - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8811,2025-03-29,1485,(*) Fran Veiga. Exalcalde socialista/Manuel Pazos. Portavoz municipal del PSOE,2025-03,2025
Carriola de Marín,Los servicios técnicos municipales avalan la íntegra legalidad del proceso de alquiler del local del Paseo Marítimo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8421,2025-01-28,1286,Hace unos días el BNG denunció públicamente en los medios informativos lo que a juicio de su grupo eran defectos del Pliego de Condiciones de arrendamiento del local ubicado en el extremo del Paseo Alcalde Blanco que se encuentra en proceso de licitación y cuya resolución se hará pública el próximo jueves. El Gobierno Local nos remite un comunicado con contenido diametralmente opuesto a dicha denuncia,2025-01,2025
Carriola de Marín,CARRIOLA DA OPINIÓN: Aparcamentos - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8491,2025-02-09,1278,"Quen fixo os aparcamentos disuasorios foi o PP e, quen conta as plazas,...o PSOE",2025-02,2025
Carriola de Marín,CARRIOLA DA OPINIÓN: Respondendo ás críticas do BNG - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9118,2025-05-12,1249,"Datos, nomes e evidencias de que a nosa lingua foi a protagonista da Vila do Libro",2025-05,2025
Carriola de Marín,María Ramallo visita la Piscina y anuncia la próxima instalación del nuevo sistema de aire acondicionado en la sala de fitness - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8663,2025-03-07,1241,Un nuevo sistema de aire acondicionado será instalado próximamente en la sala de fitness de la Piscina Municipal según anunció ayer la alcaldesa María Ramallo en una visita que realizó a la instalación durante la cual aseguró que la inversión necesaria será de unos 100.000 euros,2025-03,2025
Carriola de Marín,Marín presentará a la próxima convocatoria de fondos europeos la revitalización de los barrios y barriadas - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8602,2025-02-27,1103,"Laalcaldesa de Marín, María Ramallo,presentó ayer el “Plan de Acción Integral (PAI)” que el concello llevará este año a la convocatoria de fondos FEDER, una estrategia de desarrollo integral denominada “Marín 360” que cuenta con una inversión de 15 millones de euros de los cuales nueve podrían proceder al los mencionados fondos europeos",2025-02,2025
Carriola de Marín,Las obras de la mejora ambiental de la dársena portuaria se encuentran ya en la recta final - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8974,2025-04-25,1051,"La alcaldesa María Ramallo en compañía del concejal de Urbanismo, Manuel Santos visitaron ayer las obras de la mejora ambiental de la dársena conocida como“Praia do  cementerio”, entree otras designaciones, compartiendo la visita con la empresa y la dirección de la obra  para comprobar el estado de los trabajos a punto de finalizar",2025-04,2025
Carriola de Marín,"O BNG propón regular o uso da pirotecnia “para garantir a saúde, o benestar e a convivencia” - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8700,2025-03-13,1046,"Lucía Santos defende no Pleno de hoxe unha ordenanza municipal que limite o uso da pirotecnia, impulse alternativas máis silenciosas e reduza os impactos negativos sobre a veciñanza e o medio ambiente.",2025-03,2025
Carriola de Marín,Néstor Rego volverá o luns a Marín invitado polo BNG local a un encontro no entorno da dársena pesqueira - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8716,2025-03-15,1022,"O deputado do Bloque Nacionalista Galego (BNG) no Congreso, Néstor Rego, visitará Marín o próximo luns, 17 de marzo ás 13:00 horas, nun acto simbólico que terá lugar xunto á dársena do paseo Alcalde Blanco.",2025-03,2025
Carriola de Marín,"El PSOE se muestra ""alarmado"" al considerar a Marín como el municipio que más población perdió en la provincia - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8381,2025-01-18,967,“Lo que está sucediendo en Marín es terrible” ha declarado Manuel Pazos Lamoso portavoz del PSOE en Marín quien indica que“Este año hemos vuelto a perder población y ya somos el ayuntamiento de toda la provincia que mayor población ha perdido en la última década”,2025-01,2025
Carriola de Marín,O BNG demanda a recuperación de espazos do litoral - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8723,2025-03-16,935,"O BNG pon en marcha unha campaña  para impulsar un modelo de cidade para Marín: aberta ao mar e integral no litoral. Esta iniciativa representa unha peza clave dentro do programa electoral do BNG de 2023, coa meta clara de recuperar e dinamizar o litoral marinense.",2025-03,2025
Carriola de Marín,"Un nuevo contrato de recogida de basura por 10 años y 20,5 millones de euros aprobado por PP y PSOE, con  voto en contra del BNG   - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9122,2025-05-23,870,"La sesión plenaria, inusualmente matinal celebrada ayer en el Concello dio luz verde al futuro nuevo contrato para la recogida de basuras por un montante económico de más de 20,5 millones de euros y una duración de diez años y tras la deliberación solo el BNG opuso sus cuatro votos a la aprobación de la propuesta que recoge sustanciales mejoras económicas para los trabajadores del sector",2025-05,2025
Carriola de Marín,O PP esgota Marín en 2024 mentres o BNG lidera a oposición con propostas reais - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8312,2025-01-04,846,"Desde oGrupo Municipal do BNG afirmamosque neste 2024 o noso concello intensificou o seu retroceso como consecuencia da mala xestión do PPe, ante este desgoberno, a veciñanza tivo no BNG unha forza construtiva que plantexou numerosas propostas para mellorar a vida das e dos marinenses”",2025-01,2025
Carriola de Marín,Avance de las obras del Auditorio que ayer recibieron la visita de la Conselleira de Infrestructuras Martínez Allegue - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8522,2025-02-14,824,"La conselleira de Infraestructuras,María Martínez Allegue,juntocon laDirectoraXeral de Urbanismo,Encarnación Rivas, visitó ayer las obras del Auditorio acompañada de la alcaldesa, y concejales del Partido Popular y del BNG, en ausencia de algún miembro del PSOE, y personal técnico de la obra y representantes de los medios informativos que recorrieron la instalación en avanzada obra en este momento.",2025-02,2025
Carriola de Marín,O BNG denuncia a suciedade e perda da Bandeira Azul en Loira - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9089,2025-05-15,808,,2025-05,2025
Carriola de Marín,El PP exige al Ministerio de Transportes la conclusión y entrega del informe del CIAIM sobre el naufragio del Pitanxo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8907,2025-04-13,798,El PP acaba de exigir al Ministerio de Transportes y Movilidad Sostenible la inmediata conclusión y la entrega urgente del informe técnico de la Comisión Permanente de Investigaciones de Accidentes e Incidentes Marítimos (CIAIM) sobre el naufragio del barco‘Villa de Pitanxo’cuando ya se superan los tres años desde este terrible suceso y cuyo contenido es fundamental para desbloquear y avanzar en la investigación judicial.,2025-04,2025
Carriola de Marín,O BNG reclama ao Goberno impulsar o proxecto de abrir Marín ao mar coa cesión de terreos portuarios e militares - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8822,2025-04-01,728,"Néstor Rego exixe ao executivo atender a reclamación lexítima da veciñanza e facer realidade a recuperación da fachada marítima de Marín para o uso públicoIniciar a cesión de parte dos terreos de Portos do Estado e da Escola Naval para ser destinados a zonas verdes, de esparexemento público e favorecer a apertura de Marín ao mar, defende o BNG",2025-04,2025
Carriola de Marín,La Diputación Provincial mejora el tratamiento de agua de Ardán beneficiando a más de 180 vecinos de dos zonas - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8336,2025-01-10,700,"Ardán recibió ayer la visita del diputado provincialJavier Tourísquien, acompañado de laalcaldesa María Ramalloy el concejal de rural Pablo Novas, comprobó la ejecución de las obras de dos acciones de mejora en el tratamiento de aguas realizadas con inversión del Ente provincial",2025-01,2025
Carriola de Marín,El “Plan de sostibilidade Turística” incidirá de nuevo en Castiñeiras con la creación del “Parque da Natureza” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9140,2025-05-27,669,"El “Plan de Sostibilidade Turística” volverá a recaer en el entorno del Lago Castiñeiras con la intención de potenciar el bosque atlántico gallego, revalorizar el entorno fluvial con la creación de un estanque para anfibios, fomentar la plantación de árboles frutales y reabrir el Mirador de Cotorredondo, según indicó ayer la alcaldesa María Ramallo en una visita realizada al recinto",2025-05,2025
Carriola de Marín,O BNG propón declarar o 2025 como “ano Castelao” e dar o nome do ilustre galeguista ao futuro Auditorio - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8467,2025-02-05,642,"O Grupo Municipal do BNG impulsa a declaración do 2025 como Ano Castelao en Marín para reivindicar a súa figura política, cultural e artística cunha programación municipal e un centro cultural co seu nome",2025-02,2025
Carriola de Marín,"O BNG homenaxea mañá na Alameda a Rosalía de Castro e, na Veiguiña, reivindicará o “Caldo de Gloria” - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8568,2025-02-22,604,"O BNG de Marín organiza unha homenaxe o domingo 23 de febreiro para conmemorar o aniversario de Rosalía de Castro, cunha xornada de celebración, memoria e identidade que incluirá ás 18:30 un recital poético e unha ofrenda floral na Alameda Rosalía de Castro, seguido ás 19:15 pola degustación do tradicional ""Caldo de Gloria"" na Praza da Veiguiña",2025-02,2025
Carriola de Marín,El PSOE de Marín califica las fiestas de Nadal como “Unhas das peores que se recordan en Marín” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8340,2025-01-11,564,"“A organización das festas de nadal que fixo o goberno local este ano é das peores que recordamos: unha decoración pobre e inconexa, unha iluminación escasa e que únicamente chegou a determinadas rúas do centro, unhas actividades lúdicas repetitivas e a ausencia de calquera campaña de dinamización comercial. O desinterese municipal nestas festas de nadal foi total”, según Manuel Pazos Lamoso.",2025-01,2025
Carriola de Marín,"Joel Dalmau e Sophie Sepúlveda, alumnos do CEIPP Sequelo gañadores do Certame de Poesía Francisco Añón - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9095,2025-05-18,524,"Sophie Antonella Sepúlveda Pedraza e Joel Dalmau Barcala resultaron ser os gañadores doCertame de PoesíaFrancisco Añón de Serra de Outesna categoría de 12 a 14 anos. A entrega de premios tivo lugar, como cada ano, na Casa de Cultura da localidade coruñesa, por mor da celebración do día das Letras Galegas. Na foto Joel Dalmau Barcala no momento de recoller o seu premio.",2025-05,2025
Carriola de Marín,El pabellón del San Narciso acoge este fin de semana la previa del Campeonato de España de futsal infantil femenino - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9159,2025-05-30,516,"La alcaldesa María Ramallo recibió ayer a las chicas del “Club La Peña”, organizador del evento, que disputarán tres partidos clasificatorios de la fase previa del campeonato de España de sy especialidad en el pabellón de deportes del SEI San Narciso",2025-05,2025
Carriola de Marín,"RINCÓN DE LA PEDAGOGÍA(*): Whatsapp, escolares y familias - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9014,2025-05-04,513,(*) Colaboración dominical especial de la Asociación de Pedagogía de Galicia “APEGA” con Carriola de Marín,2025-05,2025
Carriola de Marín,CARRIOLA DA OPINIÓN: O BNG disconforme co concurso da recollida do lixo - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9133,2025-05-25,509,O novo concurso de recollida de residuos urbanos é negativo para Marín,2025-05,2025
Carriola de Marín,El PSOE manifiesta estar preocupado por las intenciones del gobierno local en la Pradera del ío Lameira - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8780,2025-03-25,486,"Lo que vamos conociendo de las intenciones de María Ramallo al respecto de la pradera del río Lameira, entre el centro de salud y el Sequelo, nos preocupan enormemente. Lejos de abordar un proyecto de renaturalización del entorno creando un gran espacio verde y fluvial, su intención es urbanizar ese entorno abriendo una calle y favoreciendo el desarrollo urbanístico que el INVIED tiene en la zona. Los socialistas nos vamos a oponer a cualquier actuación que implique añadir presión urbanística a lo que está llamado a ser una gran zona verde en Marín. Los pasos de María Ramallo van justo en la dirección contraria”.",2025-03,2025
Carriola de Marín,María Ramallo firma un convenio con la Consellería de Cultura que aporta 250.000 euros para equipamientos del Auditorio - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9112,2025-05-21,401,"Doscientos cincuenta mil euros son la cuantía del convenio firmado entre la Consellería de Cultura y el Ayuntamiento marinense en la persona de su alcaldesa María Ramallo, cantidad que se destinará a la adquisición de equipamientos técnicos y escénicos del nuevo Auditorio que posibiliten acoger eentos de envergdura",2025-05,2025
Carriola de Marín,"O BNG convoca aos veciños a un acto na biblioteca mañán xoves, para presentar a proposta “Abrir Marí ao Mar” - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9146,2025-05-28,367,"O BNG celebrarámañánxoves, 29 de maio, ás 20:30 h, na Biblioteca Municipal de Marín, un acto público para presentar o proxecto “Abrir Marín ao mar”",2025-05,2025
Carriola de Marín,Vecinos de la asociación Alborada visitan el concello y estudian con la alcaldesa mejoras e inversiones en su zona - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8784,2025-03-26,325,"María Ramalloalcaldesa de Marín, junto con el concejal del medio reural Pablo Novas, se reunieron en el Concello con vecinos de la zona de San Xulián de la Asociación “Alborada” a quienes les explicaron una serie de obras de mejora que se iniciaràn en breve en distintos puntos de la parroauia.",2025-03,2025
Carriola de Marín,Concello y “Consorcio Galego de Benesar” firman un convenio para las prácticas del “Programa Integrado de Emprego” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9155,2025-05-30,317,"El gerente del“Consorcio Galego de Igualdade e Benestar”, Perfecto Rodríguez, visitó ayer el Concello de Marín al objeto de firmar un convenio con la alcaldesa María Ramallo para facilitar las prácticas profesionales en la Residencia de Día de la Casa del Mar a las participantes en el“Programa Integrado de Emprego”",2025-05,2025
Carriola de Marín,El Pleno Municipal se reúne mañana en sesión ordinaria con el tratamiento de tres mociones del BNG y dos del PSOE - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8695,2025-03-12,279,"Una docena de puntos contiene el Oren del Día del Pleno Municipal que en sesión ordinaria se reunirá mañana en cl Concello y cinco de ellos responden a otras tantas mociones, dos presentadas por el PSOE y tres por el Bloque. Otros cuatro son de puro trámite y el resto de asuntos corresponden a propuestas del grupo de gobierno",2025-03,2025
Carriola de Marín,Transporte y dinamización social temas tratados en reunión de la alcaldesa con la asociación San José de Cantodarea - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8893,2025-04-11,274,La alcaldesa María Ramallo acompañada de los concejales Santos Costa y Estévez Salazar mantuvieron ayer una reunión con miembros de la asociación“San Xosé do Cantodarea”en cuyo transcurso los vecinos expusieron sus demandas principalmente centradas en la necesidad de reforzar las líneas de transporte urbano.,2025-04,2025
Carriola de Marín,O BNG denuncia o fracaso e o custo inxustificado do aparcadoiro disuasorio de “O Campo” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8407,2025-01-26,265,"O Grupo Municipal do BNGalerta sobre a falta de utilidade do aparcadoirodisuasorio de O Campo e critica o custo inxustificado que supón para os recursos municipais, desviando fondos de necesidades máis prioritarias para a veciñanza",2025-01,2025
Carriola de Marín,Representantes de “Loita” se entrevistan en el Concello con la alcaldesa y la concejala de Bienestar social Marián Sanmartín - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8762,2025-03-22,255,"El colectivo “Loita” está formado en plataforma ciudadana por personas de Marín y Pontevedra que persiguen luchar por los derechos de los niños, niñas y jóvenes adolescentes y varias personas en su representación visitaron el Concello de Marín donde fueron recibidas por la alcaldesa María Ramallo y la concejala Sanmartín",2025-03,2025
Carriola de Marín,El BNG llama la atención del gobierno local sobre el pésimo estado de dos carreteras con graves deficiencias - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8366,2025-01-17,249,"La concejala del grupo municipal del BNGDavinia Lojo reclamaalConcello de Marínla inmediata atención a dos zonas, una en la pista Macenlle-A Moreira y la otra en Arealonga cuyas vías de comunicación se encuentran en deplorable estado",2025-01,2025
Carriola de Marín,O BNG denuncia a falta de mantemento dos camiños veciñais e concretamente as escadas da Canaira da Laxe - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8440,2025-02-01,241,"(*)Celia García Santomé, concelleira do BNG no concello de Marín",2025-02,2025
Carriola de Marín,"Veinticinco alumnos italianos de Erasmus, de Biotécnica y Biomedicina recibidos por la alcaldesa en el Concello - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8789,2025-03-26,232,Un numeroso grupo de alumnos de F.P.de la“Fondazione ITS Alessandro Volta Nuove Tecnologie della Vita di Palermo”en la Isla de Siciliaestánesta semana en Marín realizando diversas visitas académicas y profesionales a escuelas y empresas de la comarca al amparo del Programa Erasmus de Educación Superior de la Unión Europea.Ayer fueron recibidos en el Concello por la alcaldesa María Ramallo que les deseó la mejor estancia y aprovechamisnto en nuestra villa.,2025-03,2025
Carriola de Marín,Intervención reprocha al gobierno local el descontrol de horas extras y productividades - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9100,2025-05-19,224,(*) Pasos Lamoso es el portavoz del PSOE en la Corporación,2025-05,2025
Carriola de Marín,Opromar resuelve hoy el concurso artístico “Mujeres del Mar Inspiradores de Arte” con presencia del conselleiro de Pesca - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8698,2025-03-12,219,"Alfonso Villares, Conselleiro de Pesca,  estará hoy en el Museo Torres de Marín acompañado de Nieves Salgado, Jefa de Área responsable de Igualdad  de la Dirección General  de Ordenación  Pesquera y Acuicultura del MAPA para compartir el acto final del concurso“Mujeres del Mar Inspiradoras de Arte”organizado por“Opromar” en el que estará también la alcaldesa de Marín María Ramallo, en una segunda edición que persigue, en el entorno del “Día Internacional de la Mujer”, destacar el papel femenino en el mundo de la pesca muchas veces silenciado o poco conocido a pesar de su innegable importancia en muchos aspectos del área.",2025-03,2025
Carriola de Marín,O BNG presenta nun díptico as alternativas que considerea oportunas para o problema de aparcamento - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8608,2025-02-28,209,O BNG sairá ás rúas de Marín para repartir dípticos e dar a coñecer á veciñanza as propostas que poden transformar a mobilidade na vila,2025-02,2025
Carriola de Marín,O Pabellón e A Raña acolle este fin de semana a Copa Internacional que lembrará o legado de Pablo Hinojar - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8750,2025-03-21,203,"A alcaldesa, María Ramallo, e o concelleiro de Deportes, Antonio Traba, acompañados de Blanca García Señoráns, xefa territorial da Consellería de Presidencia da Xunta de Galicia e da Federación Galega de Ximnasia, presentaron este evento, que traerá a Marín a máis de 300 deportistas",2025-03,2025
Carriola de Marín,"Lucía Santos, portavoz del BNG, reclama de nuevo una solución urgente para los contenedores de Chan do Monte - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8376,2025-01-18,202,"Lucía Santos denuncia que,ya ha realizado denuncias reiteradas ante el gobierno municipal reclamando la dotación de una base de hormigón que asegure los contenedores de Chan do Monte que tal como están suponen a su juicio, un peligro para el vecindario",2025-01,2025
Carriola de Marín,El PSOE desmiente la  afirmación del BNG sobre su voto en la A.Portuaria favorable a la concesión de la dársena - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8557,2025-02-20,200,,2025-02,2025
Carriola de Marín,O BNG anima á cidadanía a asistir e participar nos Plenos Municipais de forma presencial ou en liña - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8513,2025-02-13,199,"O Bloque Nacionalista Galego (BNG) chama á veciñanza a participar no pleno municipal, que terá lugarhoxexoves 13 de febreiro ás 20:00 horas no salón de plenos do Concello. A formación nacionalista destaca a importancia da implicación cidadá como ferramenta clave para reforzar a transparencia, fomentar o diálogo e construír unha sociedade máis participativa e informada.",2025-02,2025
Carriola de Marín,O BNG insta ao PP a chegar a un acordo coas persoas traballadoras municipais e a cumprir as sentenzas xudiciais - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8482,2025-02-08,194,Miembros de la Policía Local apostados en la escalera del Concello en señal de protesta,2025-02,2025
Carriola de Marín,El Pleno de esta tarde  contiene únicamente dos mociones del BNG y los puntos de obligado cumplimiento en el Orden del Día - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9045,2025-05-08,193,"*Las puestas en conocimientode la corporación de las resoluciones dictadas por la alcaldía durante el mes de abril; Puesta en conocimiento del Pleno de los acuerdos adoptados por la Junta de Gobierno; Puesta en conocimiento del informe anual sobre elcontrol interno correspondiente al ejercicio 2024 y, finalmente, puesta en conocimiento del informe de intervención sobre las resoluciones contrarias  a los reparos formulados  y al resumen de las principales anomalías en materia de ingresos.",2025-05,2025
Carriola de Marín,O BNG insta ao Goberno Local a solicitar subvencións para dotar ao Centro Cultural dun sistema de proxección audiovisual - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8597,2025-02-26,190,(*)Tino Iglesias GarcíaéConcelleiro do Grupo Municipal do BNG.,2025-02,2025
Carriola de Marín,"La Corporación celebra hoy un Pleno que, a priori solo tiene dos puntos, un expediente de cédito y una moción del BNG - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8886,2025-04-10,175,"Siete puntos contiene el Orden del día del Pleno de esta tarde al que si se les quitan los consabidos de aprobación del acta anterior y de las puestas en conocimiento de la alcaldía sobre resoluciones dictadas por la alcaldía, los acuerdos de la Junta de Gobierno y el remate final de los ruegos y preguntas, la cosa se queda en casi nada",2025-04,2025
Carriola de Marín,O PSOE discrepa do número de prazas que o goberno dí que se gañaron cos aparcamentos disuasorios - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8451,2025-02-02,175,,2025-02,2025
Carriola de Marín,El BNG exige claridad sobre la tasa y la gestión de la dársena del antiguo “Cementerio de chalanas” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8582,2025-02-23,167,"En la última semana vienen sucediéndose intervenciones de gobierno local y oposición con comentarios y respuestas sobre la situación de la dársena de chalanas que, una vez eliminadas las embarcaciones que allí fondeaban, está siendo de una intensa limpieza aunque el destino del recinto no está muy claro y son muchos los que se hacen cruces por la obligación que supone ahora el pago de un fuerte canon al puerto por parte del concello",2025-02,2025
Carriola de Marín,"Lucía Santos, portavoz del BNG, considera que en Marín no hay un sitio para estudiar y solicita la creación de un aula municipal - Carriola de Marín",https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8872,2025-04-09,163,"Desde el BNG, su portavoz en Marín, Lucía Santos Omil, emitió ayer un comunicado en el que denuncia lo que entiende como inacción del Gobierno Local tras más de 16 años  en el poder municipal sin haber abrir un local digno para estudiar",2025-04,2025
Carriola de Marín,Manuel Pazos denuncia  las advertencias de Intervención Municipal sobre el “escaso rigor y control en la ejecución de las obras” - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/9065,2025-05-11,159,"Los funcionarios del Servicio de Intervención municipal advierten de lo mismo que llevamos denunciando desde hace años desde el grupo socialista- asegura Manuel Pazos Lamoso -haciendo referencia aun reciente informe exigen al gobierno local mayor rigor y control en las obras municipales, tanto en su ejecución, como en las modificaciones de los proyectos, las certificaciones y las liquidaciones.",2025-05,2025
Carriola de Marín,CARRIOLA DA OPINIÓN: Aula de estudo   - Carriola de Marín,https://www.carriola.es/index.php/noticias-de-marin-by-julio-santos/8934,2025-04-17,158,SOBRE O VETO DO PP Á PROPOSTA DO BNG DA CREACIÓN DUN AULA DE ESTUDO,2025-04,2025
